Site,Transmitter Easting,Transmitter northing,nom_reg,nom_dep,insee_dep,nom_com,insee_com,700MHz,800MHz,900MHz,1800MHz,2100MHz,2600MHz,3500MHz,Capacite_theorique,Capacite_th,Site_Population,Population/Capacity
35169_001,274651,2339415,BRETAGNE,ILLE ET VILAINE,35,MAXENT,35169,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,612,2.55
35172_002,292128,2390823,BRETAGNE,ILLE ET VILAINE,35,MESNIL ROC H,35308,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,688,1.52888888888889
35173_002,298247,2362128,BRETAGNE,ILLE ET VILAINE,35,MELESSE,35173,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4357,4.357
35173_003,299529,2365554,BRETAGNE,ILLE ET VILAINE,35,MELESSE,35173,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4685,10.4111111111111
35175_001,276914,2330721,BRETAGNE,ILLE ET VILAINE,35,MERNEL,35175,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3250,13.5416666666667
35178_001,321205,2370962,BRETAGNE,ILLE ET VILAINE,35,MEZIERES SUR COUESNON,35178,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4851,20.2125
35179_002,286089,2401411,BRETAGNE,ILLE ET VILAINE,35,MINIAC MORVAN,35179,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,892,1.98222222222222
35179_003,287833,2398198,BRETAGNE,ILLE ET VILAINE,35,MINIAC MORVAN,35179,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1607,3.57111111111111
35184_002,272040,2363200,BRETAGNE,ILLE ET VILAINE,35,MONTAUBAN DE BRETAGNE,35184,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4110,17.125
35187_001,279395,2349949,BRETAGNE,ILLE ET VILAINE,35,MONTERFIL,35187,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1862,4.13777777777778
35188_002,280300,2355980,BRETAGNE,ILLE ET VILAINE,35,MONTFORT SUR MEU,35188,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4445,18.5208333333333
35195_002,302832,2375800,BRETAGNE,ILLE ET VILAINE,35,MONTREUIL SUR ILLE,35195,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3660,15.25
35196_001,289602,2349894,BRETAGNE,ILLE ET VILAINE,35,MORDELLES,35196,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4728,19.7
35206_002,299530,2347760,BRETAGNE,ILLE ET VILAINE,35,NOYAL CHATILLON SUR SEICHE,35206,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,977,2.17111111111111
35207_002,312657,2352326,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2624,5.83111111111111
35207_003,312285,2350783,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G,,3G,4G,3G,0,0,> 240 Mbps,240,186,0.775
35207_004,313883,2348402,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G,,3G,4G,3G,0,0,> 240 Mbps,240,779,3.24583333333333
35209_001,316877,2347178,BRETAGNE,ILLE ET VILAINE,35,CHATEAUGIRON,35069,4G,,3G,4G,3G,0,0,> 240 Mbps,240,873,3.6375
35210_001,295108,2357817,BRETAGNE,ILLE ET VILAINE,35,PACE,35210,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,5896,5.896
35211_001,260557,2346081,BRETAGNE,ILLE ET VILAINE,35,PAIMPONT,35211,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1146,2.54666666666667
35212_001,301542,2328648,BRETAGNE,ILLE ET VILAINE,35,PANCE,35212,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1920,4.26666666666667
35217_001,346645,2340609,BRETAGNE,ILLE ET VILAINE,35,PERTRE,35217,0,,3G,4G,3G,0,0,> 140 Mbps,140,2324,16.6
35219_001,281234,2317926,BRETAGNE,ILLE ET VILAINE,35,PIPRIAC,35219,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1472,3.27111111111111
35219_002,281183,2322108,BRETAGNE,ILLE ET VILAINE,35,PIPRIAC,35219,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1970,4.37777777777778
35220_001,316575,2342650,BRETAGNE,ILLE ET VILAINE,35,PIRE CHANCE,35220,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1680,7
35221_002,294357,2328550,BRETAGNE,ILLE ET VILAINE,35,PLECHATEL,35221,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1481,3.29111111111111
35222_001,312007,2399942,BRETAGNE,ILLE ET VILAINE,35,PLEINE FOUGERES,35222,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5709,23.7875
35223_001,271094,2345127,BRETAGNE,ILLE ET VILAINE,35,PLELAN LE GRAND,35223,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1646,3.65777777777778
35223_002,268470,2340000,BRETAGNE,ILLE ET VILAINE,35,PLELAN LE GRAND,35223,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1971,4.38
35228_003,275950,2406050,BRETAGNE,ILLE ET VILAINE,35,PLEURTUIT,35228,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5085,11.3
35233_001,291780,2379220,BRETAGNE,ILLE ET VILAINE,35,QUEBRIAC,35233,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2568,10.7
35234_002,267938,2371045,BRETAGNE,ILLE ET VILAINE,35,QUEDILLAC,35234,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1433,3.18444444444444
35236_001,267421,2304801,BRETAGNE,ILLE ET VILAINE,35,REDON,35236,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,9272,38.6333333333333
35236_003,269197,2306062,BRETAGNE,ILLE ET VILAINE,35,REDON,35236,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2726,11.3583333333333
35236_004,271705,2411437,BRETAGNE,ILLE ET VILAINE,35,SAINT BRIAC SUR MER,35256,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5534,12.2977777777778
35237_001,277643,2311348,BRETAGNE,ILLE ET VILAINE,35,RENAC,35237,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3176,7.05777777777778
35238_001,300760,2350674,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,6864,6.864
35238_002,300862,2352938,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6566,27.3583333333333
35238_003,302262,2354744,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4548,18.95
35238_005,301538,2353078,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6571,27.3791666666667
35238_006,303081,2355259,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,7543,7.543
35238_007,302161,2351555,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4113,17.1375
35238_008,302880,2350604,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,7177,7.177
35238_009,300057,2353560,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4582,19.0916666666667
35238_010,300583,2356150,BRETAGNE,ILLE ET VILAINE,35,SAINT GREGOIRE,35278,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2890,2.89
35238_011,303314,2353760,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3154,13.1416666666667
35238_012,298952,2352382,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3572,14.8833333333333
35238_013,301371,2352516,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,0,,3G,0,3G,4G,0,> 190 Mbps,190,1220,6.42105263157895
35238_015,302170,2352516,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,7498,31.2416666666667
35238_017,299442,2353587,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3890,16.2083333333333
35238_018,301148,2353906,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2613,10.8875
35238_019,300721,2351708,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5360,22.3333333333333
35238_020,303799,2351809,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,3213,3.213
35238_021,298891,2354715,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,7433,7.433
35238_024,300225,2354212,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5463,22.7625
35238_025,301809,2354189,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5553,23.1375
35238_026,300825,2353690,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3395,14.1458333333333
35238_028,297251,2352850,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,192,0.426666666666667
35238_031,299240,2356895,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2897,12.0708333333333
35238_032,298057,2353750,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,719,0.719
35238_034,300000,2352830,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3166,13.1916666666667
35238_035,303105,2356701,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4728,19.7
35238_042,301719,2350760,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4885,4.885
35238_043,304317,2351231,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2767,2.767
35239_001,323560,2327750,BRETAGNE,ILLE ET VILAINE,35,RETIERS,35239,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3008,6.68444444444445
35240_001,292671,2351556,BRETAGNE,ILLE ET VILAINE,35,RHEU,35240,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2781,2.781
35243_001,331945,2379222,BRETAGNE,ILLE ET VILAINE,35,ROMAGNE,35243,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2022,4.49333333333333
35245_001,287526,2365065,BRETAGNE,ILLE ET VILAINE,35,ROMILLE,35245,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3250,7.22222222222222
35246_002,290480,2402314,BRETAGNE,ILLE ET VILAINE,35,ROZ LANDRIEUX,35246,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2044,4.54222222222222
35247_001,308445,2404040,BRETAGNE,ILLE ET VILAINE,35,ROZ SUR COUESNON,35247,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2713,11.3041666666667
35251_001,308100,2370420,BRETAGNE,ILLE ET VILAINE,35,SAINT AUBIN D AUBIGNE,35251,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4212,17.55
35252_002,330160,2350940,BRETAGNE,ILLE ET VILAINE,35,SAINT AUBIN DES LANDES,35252,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1129,2.50888888888889
35257_001,325831,2386187,BRETAGNE,ILLE ET VILAINE,35,MAEN ROCH,35257,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2356,9.81666666666667
35262_002,317930,2327771,BRETAGNE,ILLE ET VILAINE,35,SAINTE COLOMBE,35262,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,810,3.375
35263_001,287760,2415990,BRETAGNE,ILLE ET VILAINE,35,SAINT COULOMB,35263,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2245,4.98888888888889
35264_001,324773,2350793,BRETAGNE,ILLE ET VILAINE,35,SAINT DIDIER,35264,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1917,4.26
35265_001,288391,2381855,BRETAGNE,ILLE ET VILAINE,35,SAINT DOMINEUC,35265,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2549,10.6208333333333
35266_001,300930,2343980,BRETAGNE,ILLE ET VILAINE,35,SAINT ERBLON,35266,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4073,16.9708333333333
35267_001,330380,2385825,BRETAGNE,ILLE ET VILAINE,35,MAEN ROCH,35257,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1929,4.28666666666667
35271_001,334855,2396440,BRETAGNE,ILLE ET VILAINE,35,SAINT GEORGES DE REINTEMBAULT,35271,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4476,18.65
35275_001,289460,2359895,BRETAGNE,ILLE ET VILAINE,35,SAINT GILLES,35275,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3765,15.6875
35278_003,300125,2359550,BRETAGNE,ILLE ET VILAINE,35,SAINT GREGOIRE,35278,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4336,9.63555555555556
35281_001,299035,2350349,BRETAGNE,ILLE ET VILAINE,35,SAINT JACQUES DE LA LANDE,35281,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4189,9.30888888888889
35281_009,296830,2350285,BRETAGNE,ILLE ET VILAINE,35,SAINT JACQUES DE LA LANDE,35281,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,278,1.15833333333333
35284_001,283353,2409266,BRETAGNE,ILLE ET VILAINE,35,SAINT JOUAN DES GUERETS,35284,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3435,7.63333333333333
35287_002,272200,2413000,BRETAGNE,ILLE ET VILAINE,35,SAINT LUNAIRE,35287,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2539,10.5791666666667
35288_001,279882,2413295,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1887,7.8625
35288_002,283176,2415774,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5281,11.7355555555556
35288_007,280210,2415092,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1577,6.57083333333333
35288_008,281155,2414272,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,0,,3G,0,3G,4G,0,> 190 Mbps,190,5465,28.7631578947368
35288_009,281348,2415816,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3020,12.5833333333333
35288_010,280283,2412438,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,0,,3G,4G,3G,4G,0,> 240 Mbps,240,6124,25.5166666666667
35288_012,281465,2411281,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1908,7.95
35288_014,278516,2414500,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2220,9.25
35288_019,279225,2412900,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3853,16.0541666666667
35288_022,279706,2414076,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3036,12.65
35288_025,281825,2413105,BRETAGNE,ILLE ET VILAINE,35,SAINT MALO,35288,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1729,3.84222222222222
35297_001,264181,2363986,BRETAGNE,ILLE ET VILAINE,35,SAINT MEEN LE GRAND,35297,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3098,12.9083333333333
35299_001,286563,2411691,BRETAGNE,ILLE ET VILAINE,35,SAINT MELOIR DES ONDES,35299,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3914,16.3083333333333
35304_002,320534,2376747,BRETAGNE,ILLE ET VILAINE,35,SAINT OUEN DES ALLEUX,35304,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1691,7.04583333333333
35306_001,284168,2403696,BRETAGNE,ILLE ET VILAINE,35,VILLE ES NONAIS,35358,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3148,13.1166666666667
35307_001,281309,2374163,BRETAGNE,ILLE ET VILAINE,35,SAINT PERN,35307,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4263,9.47333333333333
35308_001,284780,2390559,BRETAGNE,ILLE ET VILAINE,35,MESNIL ROC H,35308,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1970,4.37777777777778
35312_002,291625,2332097,BRETAGNE,ILLE ET VILAINE,35,SAINT SENOUX,35312,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2345,5.21111111111111
35319_002,280744,2346924,BRETAGNE,ILLE ET VILAINE,35,SAINT THURIAL,35319,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1042,2.31555555555556
35323_001,329077,2390674,BRETAGNE,ILLE ET VILAINE,35,PORTES DU COGLAIS,35191,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1751,7.29583333333333
35326_001,313529,2377006,BRETAGNE,ILLE ET VILAINE,35,SENS DE BRETAGNE,35326,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2203,9.17916666666667
35327_001,317040,2354101,BRETAGNE,ILLE ET VILAINE,35,SERVON SUR VILAINE,35327,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2660,5.91111111111111
35328_001,269544,2317674,BRETAGNE,ILLE ET VILAINE,35,SIXT SUR AFF,35328,0,,3G,0,3G,4G,0,> 190 Mbps,190,3338,17.5684210526316
35333_002,317395,2331848,BRETAGNE,ILLE ET VILAINE,35,THEIL DE BRETAGNE,35333,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,925,3.85416666666667
35334_001,307276,2358343,BRETAGNE,ILLE ET VILAINE,35,THORIGNE FOUILLARD,35334,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6625,27.6041666666667
35335_001,313878,2324252,BRETAGNE,ILLE ET VILAINE,35,THOURIE,35335,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2438,10.1583333333333
35340_001,275692,2345919,BRETAGNE,ILLE ET VILAINE,35,TREFFENDEL,35340,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,907,2.01555555555556
35341_001,318249,2388004,BRETAGNE,ILLE ET VILAINE,35,VAL COUESNON,35004,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1352,5.63333333333333
35343_001,310285,2327750,BRETAGNE,ILLE ET VILAINE,35,TRESBOEUF,35343,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,712,1.58222222222222
35347_001,328070,2360195,BRETAGNE,ILLE ET VILAINE,35,VAL D IZE,35347,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1946,4.32444444444444
35352_002,306775,2346400,BRETAGNE,ILLE ET VILAINE,35,VERN SUR SEICHE,35352,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5387,11.9711111111111
35353_002,296133,2353326,BRETAGNE,ILLE ET VILAINE,35,VEZIN LE COQUET,35353,0,,3G,0,3G,4G,0,> 190 Mbps,190,616,3.24210526315789
35353_003,295500,2355273,BRETAGNE,ILLE ET VILAINE,35,VEZIN LE COQUET,35353,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2058,8.575
35355_002,315750,2380340,BRETAGNE,ILLE ET VILAINE,35,VIEUX VY SUR COUESNON,35355,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1763,3.91777777777778
35356_001,297404,2369550,BRETAGNE,ILLE ET VILAINE,35,VIGNOC,35356,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1825,7.60416666666667
35360_001,335499,2353916,BRETAGNE,ILLE ET VILAINE,35,VITRE,35360,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3350,13.9583333333333
35360_002,337333,2352566,BRETAGNE,ILLE ET VILAINE,35,VITRE,35360,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5164,11.4755555555556
35360_004,336450,2353250,BRETAGNE,ILLE ET VILAINE,35,VITRE,35360,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4385,18.2708333333333
35361_001,295985,2407939,BRETAGNE,ILLE ET VILAINE,35,VIVIER SUR MER,35361,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2142,8.925
35362_001,292125,2397300,BRETAGNE,ILLE ET VILAINE,35,TRONCHET,35362,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1144,4.76666666666667
35363_001,298114,2341857,BRETAGNE,ILLE ET VILAINE,35,PONT PEAN,35363,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4668,19.45
56001_001,261891.32,2302025.38,BRETAGNE,MORBIHAN,56,ALLAIRE,56001,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1841,4.09111111111111
56002_001,236314,2295282,BRETAGNE,MORBIHAN,56,AMBON,56002,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4236,9.41333333333333
56003_003,212333,2304476,BRETAGNE,MORBIHAN,56,ARRADON,56003,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3379,14.0791666666667
56004_001,243493.01,2292807,BRETAGNE,MORBIHAN,56,ARZAL,56004,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,824,3.43333333333333
56007_002,200261.09,2310493.92,BRETAGNE,MORBIHAN,56,AURAY,56007,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,6873,15.2733333333333
56007_003,198883,2309930,BRETAGNE,MORBIHAN,56,AURAY,56007,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1577,3.50444444444444
56007_004,201250,2310410,BRETAGNE,MORBIHAN,56,AURAY,56007,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1341,5.5875
56008_001,206319,2304564,BRETAGNE,MORBIHAN,56,BADEN,56008,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5698,23.7416666666667
56010_001,198796.32,2332849.59,BRETAGNE,MORBIHAN,56,BAUD,56010,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3310,7.35555555555556
56010_003,197570,2335535,BRETAGNE,MORBIHAN,56,BAUD,56010,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2356,9.81666666666667
56013_003,189520.43,2311756.2,BRETAGNE,MORBIHAN,56,BELZ,56013,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2405,5.34444444444444
56017_001,217397,2332690,BRETAGNE,MORBIHAN,56,BIGNAN,56017,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,818,3.40833333333333
56021_003,184438.5,2327502.34,BRETAGNE,MORBIHAN,56,LANGUIDIC,56101,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1455,3.23333333333333
56023_001,196823,2313922,BRETAGNE,MORBIHAN,56,BRECH,56023,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,841,1.86888888888889
56024_001,224777.11,2352828.78,BRETAGNE,MORBIHAN,56,BREHAN,56024,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1342,2.98222222222222
56024_002,229137.88,2355404.35,BRETAGNE,COTES D ARMOR,22,SAINT ETIENNE DU GUE DE L ISLE,22288,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,300,0.666666666666667
56026_001,190131,2344472,BRETAGNE,MORBIHAN,56,BUBRY,56026,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2404,5.34222222222222
56027_001,224985.73,2336966.73,BRETAGNE,MORBIHAN,56,BULEON,56027,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1873,4.16222222222222
56028_001,253754.78,2302356.01,BRETAGNE,MORBIHAN,56,CADEN,56028,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1373,3.05111111111111
56031_001,201151.27,2328881.9,BRETAGNE,MORBIHAN,56,CAMORS,56031,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1594,3.54222222222222
56032_001,256265,2337330,BRETAGNE,MORBIHAN,56,CAMPENEAC,56032,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2001,8.3375
